,time,ticket,open,high,low,close,volume
45,2023-02-23,VPB,15.37,15.46,15.07,15.46,12982016
46,2023-02-24,VPB,15.46,15.55,15.11,15.11,10420131
47,2023-02-27,VPB,14.98,15.11,14.58,14.98,10313143
48,2023-02-28,VPB,15.11,15.2,14.89,15.02,8630806
49,2023-03-01,VPB,14.85,15.42,14.71,15.37,9656392
50,2023-03-02,VPB,15.37,15.46,15.2,15.24,4288187
51,2023-03-03,VPB,15.37,15.42,14.89,14.98,8978636
52,2023-03-06,VPB,15.24,15.42,15.02,15.07,13130239
53,2023-03-07,VPB,15.33,15.6,15.24,15.33,13130057
54,2023-03-08,VPB,15.15,15.99,15.15,15.99,27191201
55,2023-03-09,VPB,15.99,16.12,15.86,16.04,15266179
56,2023-03-10,VPB,15.77,16.12,15.77,16.12,14756199
57,2023-03-13,VPB,16.56,17.09,16.39,17.09,41371815
58,2023-03-14,VPB,17.27,17.27,16.83,17.09,22991178
59,2023-03-15,VPB,17.45,17.49,17.23,17.45,22324222
60,2023-03-16,VPB,17.18,17.31,16.87,17.14,15494869
61,2023-03-17,VPB,17.27,17.4,17.05,17.36,15552394
62,2023-03-20,VPB,17.23,17.36,17.0,17.36,18942057
63,2023-03-21,VPB,17.36,17.93,17.18,17.93,29197769
64,2023-03-22,VPB,18.06,18.68,18.02,18.5,42042107
65,2023-03-23,VPB,18.5,18.63,18.33,18.55,22824286
66,2023-03-24,VPB,18.55,18.68,18.37,18.63,19657668
67,2023-03-27,VPB,18.63,18.99,18.5,18.72,29334258
68,2023-03-28,VPB,18.86,19.03,18.11,18.5,37174607
69,2023-03-29,VPB,18.41,18.41,18.15,18.41,16602160
70,2023-03-30,VPB,18.5,18.55,18.24,18.41,15531634
71,2023-03-31,VPB,18.33,18.77,18.33,18.55,23144357
72,2023-04-03,VPB,18.63,18.72,18.41,18.68,13552460
73,2023-04-04,VPB,18.68,18.9,18.5,18.86,16363342
74,2023-04-05,VPB,18.77,18.9,18.63,18.68,11995242
75,2023-04-06,VPB,18.68,18.94,18.41,18.41,12258479
76,2023-04-07,VPB,18.41,18.55,18.19,18.41,7669916
77,2023-04-10,VPB,18.41,18.81,18.24,18.41,16775702
78,2023-04-11,VPB,18.41,18.59,18.24,18.5,9491995
79,2023-04-12,VPB,18.5,18.55,18.19,18.19,8672209
80,2023-04-13,VPB,18.19,18.19,17.8,18.15,19918982
81,2023-04-14,VPB,18.15,18.24,17.93,18.06,8544661
82,2023-04-17,VPB,18.02,18.15,17.89,18.02,5198746
83,2023-04-18,VPB,18.02,18.11,17.71,17.84,10606836
84,2023-04-19,VPB,18.02,18.11,17.36,17.36,18423477
85,2023-04-20,VPB,17.31,17.45,16.96,17.05,12246443
86,2023-04-21,VPB,17.05,17.27,17.05,17.14,8124954
87,2023-04-24,VPB,17.14,17.67,17.05,17.18,7088966
88,2023-04-25,VPB,17.36,17.4,16.96,17.0,7170079
89,2023-04-26,VPB,17.0,17.09,16.83,17.05,7852319
90,2023-04-27,VPB,17.05,17.36,17.05,17.09,5200797
91,2023-04-28,VPB,17.23,17.53,17.18,17.53,8575336
92,2023-05-04,VPB,17.23,17.45,17.18,17.23,7485389
93,2023-05-05,VPB,17.27,17.53,17.14,17.14,5919276
94,2023-05-08,VPB,17.14,17.31,17.09,17.14,5493295
95,2023-05-09,VPB,17.23,17.27,17.09,17.14,4729385
96,2023-05-10,VPB,17.18,17.27,17.14,17.23,8934023
97,2023-05-11,VPB,17.27,17.49,17.27,17.45,6669739
98,2023-05-12,VPB,17.45,17.49,17.23,17.4,7523741
99,2023-05-15,VPB,17.45,17.8,17.4,17.45,13098787
100,2023-05-16,VPB,17.53,17.53,17.27,17.27,7494523
101,2023-05-17,VPB,17.27,17.31,16.92,16.92,12687719
102,2023-05-18,VPB,17.0,17.18,16.92,16.96,7581545
103,2023-05-19,VPB,17.0,17.09,16.92,17.0,6595802
104,2023-05-22,VPB,17.0,17.36,17.0,17.36,12026867
105,2023-05-23,VPB,17.4,17.45,17.18,17.23,7237374
106,2023-05-24,VPB,17.31,17.36,17.09,17.09,8337114
107,2023-05-25,VPB,17.05,17.14,16.92,16.92,7300825
108,2023-05-26,VPB,17.0,17.0,16.83,16.87,6989347
109,2023-05-29,VPB,16.92,17.14,16.92,17.05,7045156
110,2023-05-30,VPB,17.18,17.18,17.05,17.14,8977201
111,2023-05-31,VPB,17.23,17.23,16.96,17.0,7915755
112,2023-06-01,VPB,17.0,17.09,16.92,17.09,9752019
113,2023-06-02,VPB,17.27,17.8,17.23,17.49,24541548
114,2023-06-05,VPB,17.71,17.75,17.4,17.4,13424194
115,2023-06-06,VPB,17.4,17.62,17.36,17.49,14950805
116,2023-06-07,VPB,17.62,17.71,17.4,17.53,16191796
117,2023-06-08,VPB,17.53,17.67,17.18,17.18,16598634
118,2023-06-09,VPB,17.27,17.27,17.0,17.18,9597956
119,2023-06-12,VPB,17.36,17.36,17.05,17.27,8508327
120,2023-06-13,VPB,17.36,17.4,17.09,17.18,9668929
121,2023-06-14,VPB,17.27,17.71,17.23,17.4,25387687
122,2023-06-15,VPB,17.4,17.49,17.23,17.36,9432169
123,2023-06-16,VPB,17.49,17.71,17.18,17.23,33733454
124,2023-06-19,VPB,17.23,17.31,16.96,17.14,12071513
125,2023-06-20,VPB,17.14,17.23,16.96,17.18,14472208
126,2023-06-21,VPB,17.18,17.31,17.09,17.31,8113440
127,2023-06-22,VPB,17.4,17.49,17.27,17.27,12411972
128,2023-06-23,VPB,17.36,17.97,17.31,17.8,42330144
129,2023-06-26,VPB,18.06,18.06,17.58,17.84,16580570
130,2023-06-27,VPB,18.02,18.02,17.71,17.71,14431981
131,2023-06-28,VPB,17.8,17.93,17.67,17.84,16757295
132,2023-06-29,VPB,17.89,18.02,17.53,17.53,18448831
133,2023-06-30,VPB,17.53,17.62,17.4,17.49,12377966
134,2023-07-03,VPB,17.49,17.62,17.4,17.49,9810552
135,2023-07-04,VPB,17.49,17.58,17.4,17.49,7341577
136,2023-07-05,VPB,17.53,17.89,17.53,17.58,20488181
137,2023-07-06,VPB,17.58,17.71,17.23,17.23,16277964
138,2023-07-07,VPB,17.27,17.49,17.18,17.49,8346955
139,2023-07-10,VPB,17.58,17.75,17.45,17.67,15278429
140,2023-07-11,VPB,17.89,17.89,17.45,17.53,19610451
141,2023-07-12,VPB,17.62,17.62,17.31,17.31,13718595
142,2023-07-13,VPB,17.53,17.58,17.31,17.58,16405344
143,2023-07-14,VPB,17.67,17.71,17.27,17.53,17482955
144,2023-07-17,VPB,17.71,18.06,17.67,18.02,34236763
145,2023-07-18,VPB,18.02,18.59,17.89,18.46,37323395
146,2023-07-19,VPB,18.5,18.5,18.19,18.19,22968783
147,2023-07-20,VPB,18.15,18.5,18.06,18.5,19557328
148,2023-07-21,VPB,18.46,18.9,18.33,18.86,28610093
149,2023-07-24,VPB,18.94,19.3,18.77,19.25,24119919
150,2023-07-25,VPB,19.3,19.69,19.21,19.25,26114882
151,2023-07-26,VPB,19.21,19.3,18.99,19.25,17438712
152,2023-07-27,VPB,19.21,19.25,18.94,19.16,17811984
153,2023-07-28,VPB,19.16,19.47,19.03,19.47,18137791
154,2023-07-31,VPB,19.52,19.6,19.3,19.52,19660250
155,2023-08-01,VPB,19.52,19.56,19.08,19.34,25777124
156,2023-08-02,VPB,19.34,19.6,19.12,19.38,17050706
157,2023-08-03,VPB,19.34,19.38,19.03,19.12,15906278
158,2023-08-04,VPB,19.21,19.56,19.03,19.56,15494677
159,2023-08-07,VPB,19.78,20.26,19.65,19.96,20246222
160,2023-08-08,VPB,19.96,19.96,19.56,19.56,13854997
161,2023-08-09,VPB,19.47,19.56,19.12,19.43,21340508
162,2023-08-10,VPB,19.43,19.43,18.99,19.34,19846091
163,2023-08-11,VPB,19.34,19.38,18.99,19.38,12404843
164,2023-08-14,VPB,19.3,19.38,19.21,19.34,11669670
165,2023-08-15,VPB,19.34,19.38,19.08,19.38,18409846
166,2023-08-16,VPB,19.3,19.91,19.08,19.74,39592573
167,2023-08-17,VPB,19.82,19.96,19.52,19.52,15638666
168,2023-08-18,VPB,19.38,19.43,18.15,18.15,34230665
169,2023-08-21,VPB,18.15,18.5,17.97,18.33,12660872
170,2023-08-22,VPB,18.28,18.37,17.67,18.15,21186247
171,2023-08-23,VPB,18.28,18.37,17.84,17.84,14418333
172,2023-08-24,VPB,17.84,18.06,17.75,18.06,9971586
173,2023-08-25,VPB,18.02,18.11,17.62,17.8,16071059
174,2023-08-28,VPB,17.8,17.97,17.71,17.89,11610557
175,2023-08-29,VPB,17.93,18.41,17.84,18.37,16216366
176,2023-08-30,VPB,18.41,18.41,18.15,18.33,9355023
177,2023-08-31,VPB,18.33,18.55,18.24,18.46,14338603
178,2023-09-05,VPB,18.68,18.77,18.46,18.5,14498264
179,2023-09-06,VPB,18.72,19.21,18.41,19.21,23271451
180,2023-09-07,VPB,19.3,19.47,19.12,19.16,20575464
181,2023-09-08,VPB,19.16,19.3,19.12,19.21,16769386
182,2023-09-11,VPB,19.47,19.65,18.94,19.3,38043120
183,2023-09-12,VPB,19.3,19.65,19.12,19.65,19792165
184,2023-09-13,VPB,19.65,19.87,19.43,19.78,30580988
185,2023-09-14,VPB,19.74,19.91,19.38,19.74,23075645
186,2023-09-15,VPB,19.78,19.96,19.56,19.87,24183082
187,2023-09-18,VPB,19.82,19.82,19.3,19.52,17642617
188,2023-09-19,VPB,19.43,19.52,19.03,19.3,13551405
189,2023-09-20,VPB,19.21,19.43,18.99,19.3,14207287
190,2023-09-21,VPB,19.12,19.3,19.08,19.08,10973280
191,2023-09-22,VPB,18.68,18.81,18.37,18.72,19600705
192,2023-09-25,VPB,18.68,18.77,17.97,17.97,14434921
193,2023-09-26,VPB,18.15,18.24,17.84,18.02,18956906
194,2023-09-27,VPB,18.06,18.5,17.89,18.5,12677623
195,2023-09-28,VPB,18.28,18.86,18.11,18.68,13130428
196,2023-09-29,VPB,18.77,19.12,18.59,19.12,8455623
197,2023-10-02,VPB,19.03,19.21,18.86,19.21,11275105
198,2023-10-03,VPB,18.94,19.03,18.24,18.5,12859425
199,2023-10-04,VPB,18.06,18.72,18.06,18.5,6976457
200,2023-10-05,VPB,18.41,18.59,18.33,18.33,5683271
201,2023-10-06,VPB,18.46,18.55,18.24,18.46,8351999
202,2023-10-09,VPB,18.5,18.86,18.28,18.86,13602882
203,2023-10-10,VPB,18.81,19.03,18.77,19.03,11695316
204,2023-10-11,VPB,19.03,19.21,18.86,19.21,8930607
205,2023-10-12,VPB,19.3,19.3,19.03,19.25,10401723
206,2023-10-13,VPB,19.08,19.38,18.86,19.34,13715530
207,2023-10-16,VPB,19.12,19.82,19.12,19.82,26100760
208,2023-10-17,VPB,19.78,20.0,19.56,20.0,25978478
209,2023-10-18,VPB,19.82,20.4,19.16,19.82,39742609
210,2023-10-19,VPB,19.56,19.74,18.9,18.9,11472772
211,2023-10-20,VPB,19.03,19.47,18.9,19.03,10807459
212,2023-10-23,VPB,19.03,19.12,18.24,18.55,13597370
213,2023-10-24,VPB,18.37,18.86,18.37,18.55,5471398
214,2023-10-25,VPB,18.55,18.72,18.41,18.5,5162150
215,2023-10-26,VPB,18.24,18.37,17.23,17.8,17369755
216,2023-10-27,VPB,17.8,18.06,17.53,17.8,5694753
217,2023-10-30,VPB,17.62,17.75,17.45,17.53,4923210
218,2023-10-31,VPB,17.45,17.67,17.23,17.62,6940185
219,2023-11-01,VPB,17.62,17.71,17.45,17.45,4811447
220,2023-11-02,VPB,17.58,17.97,17.49,17.89,6160716
221,2023-11-03,VPB,18.02,18.06,17.45,17.45,13534061
222,2023-11-06,VPB,17.8,18.37,17.8,18.33,9585618
223,2023-11-07,VPB,18.41,18.59,18.24,18.24,6344441
224,2023-11-08,VPB,18.33,18.81,18.15,18.81,13585824
225,2023-11-09,VPB,18.95,19.0,18.49,18.49,13602267
226,2023-11-10,VPB,18.39,18.39,18.07,18.07,12160199
227,2023-11-13,VPB,18.07,18.21,17.61,17.75,10469076
228,2023-11-14,VPB,17.93,18.49,17.84,18.12,12705556
229,2023-11-15,VPB,18.39,18.63,18.3,18.44,17934313
230,2023-11-16,VPB,18.26,18.49,18.26,18.39,9905665
231,2023-11-17,VPB,18.49,18.49,17.56,17.84,15198610
232,2023-11-20,VPB,17.47,18.39,17.42,18.02,11871975
233,2023-11-21,VPB,18.12,18.39,18.02,18.16,8682019
234,2023-11-22,VPB,18.16,18.26,17.93,18.16,7321684
235,2023-11-23,VPB,18.21,18.26,17.7,17.7,10597570
236,2023-11-24,VPB,17.7,17.93,17.56,17.75,10849967
237,2023-11-27,VPB,17.79,17.98,17.7,17.75,8008799
238,2023-11-28,VPB,17.75,17.98,17.61,17.89,5747735
239,2023-11-29,VPB,17.93,17.93,17.79,17.79,5479171
240,2023-11-30,VPB,17.75,17.98,17.65,17.65,6751573
241,2023-12-01,VPB,17.75,17.89,17.61,17.84,4872850
242,2023-12-04,VPB,17.84,18.12,17.79,18.02,10853054
243,2023-12-05,VPB,18.02,18.07,17.7,17.7,11507857
244,2023-12-06,VPB,17.79,17.98,17.7,17.93,9474946
245,2023-12-07,VPB,17.93,18.16,17.7,18.16,17160290
246,2023-12-08,VPB,18.16,18.21,17.84,18.12,8341844
247,2023-12-11,VPB,18.02,18.12,17.75,17.93,7677593
248,2023-12-12,VPB,17.93,17.98,17.75,17.98,6825408
249,2023-12-13,VPB,17.89,17.93,17.65,17.75,9964519
250,2023-12-14,VPB,17.75,17.84,17.52,17.56,9436419
251,2023-12-15,VPB,17.56,17.65,17.24,17.29,12094937
252,2023-12-18,VPB,17.24,17.29,16.68,17.01,22112287
253,2023-12-19,VPB,16.73,16.92,16.64,16.92,11909755
254,2023-12-20,VPB,16.92,16.96,16.68,16.87,7716809
255,2023-12-21,VPB,16.82,16.87,16.64,16.82,9594328
256,2023-12-22,VPB,16.82,16.96,16.68,16.78,10361289
257,2023-12-25,VPB,16.87,17.1,16.87,17.1,8640192
258,2023-12-26,VPB,17.1,17.15,16.87,17.1,8405087
259,2023-12-27,VPB,17.1,17.19,16.96,17.1,7676722
260,2023-12-28,VPB,17.1,17.38,17.05,17.38,10318128
261,2023-12-29,VPB,17.38,17.75,17.29,17.75,17013562
